"","C9","I9","C11","I11","C16","I16"
"MSTRG.26687",0,0.015973,0.015435,0.010392,0,0.008769
"MSTRG.26688",0,0,0,0.132975,0,0.107088
"MSTRG.26689",8.227552,9.68712,7.589803,8.337388,8.505986,10.991664
"MSTRG.2669",9.495296,12.777708,9.037009,9.825918,11.997789,12.867085
"MSTRG.26690",6.035497,8.584113,9.725073,11.028864,11.697587,14.006926
"MSTRG.26691",0,0,0,0,0,0
"MSTRG.26692",0.521255,0.571957,0.835246,1.438723,1.401108,1.845629
"MSTRG.26693",0,0,0,0,0,0
"MSTRG.26694",19.369308,22.112619,31.871773,28.643085,15.074883,15.084906
"MSTRG.26695",0,0,0,0,0,0
"MSTRG.26696",0,0,0.015521,0.056568,0.029841,0
"MSTRG.26697",18.807781,18.990292,17.981186,20.686785,16.008835,16.319247
"MSTRG.26698",0.083816,0.444247,0.404254,0.387798,0.19315,0.497061
"MSTRG.26699",16.63664,18.554449,18.156616,19.538598,17.123448,20.376528
"MSTRG.267",0,0,0,0,0,0
"MSTRG.2670",50.450951,55.436852,54.634377,56.89954,54.620304,52.400272
"MSTRG.26700",15.060721,17.378249,8.693073,11.917105,11.653398,13.598812
"MSTRG.26701",9.829397,13.25763,10.513186,10.933325,9.828787,9.514163
"MSTRG.26702",52.510231,53.107051,51.978151,49.933468,52.0185,51.357333
"MSTRG.26703",3.157364,3.978745,4.215753,3.817214,2.940264,2.199279
"MSTRG.26704",0.027903,0.034182,0.023197,0.011257,0.018857,0.032112
"MSTRG.26705",7.213252,9.032681,6.526663,6.652976,8.831315,8.840745
"MSTRG.26706",0.296241,0.179891,0,0.271561,0.313352,0.472293
"MSTRG.26707",10.027807,10.958195,8.005734,7.860596,9.08956,10.192936
"MSTRG.26708",0.943368,0.585945,1.127275,1.179904,0,0
"MSTRG.26709",1.502647,1.755853,1.150728,1.382663,1.466162,1.643324
"MSTRG.2671",424.516943,456.999013,505.23542,527.017498,324.997071,299.994949
"MSTRG.26710",0,0,0,0,0,0
"MSTRG.26711",0,0,0,0,0,0
"MSTRG.26712",8.779812,11.981696,5.221764,6.347507,7.27028,8.289002
"MSTRG.26713",0,0.117015,0,0.053772,0,0
"MSTRG.26714",0.058916,0.037353,0.019315,0.060837,0.033156,0.03431
"MSTRG.26715",2.767375,2.936121,3.174426,2.739943,1.956444,2.703082
"MSTRG.26716",8.23558,8.525133,7.880002,9.242249,5.328354,5.017527
"MSTRG.26717",3.514286,3.754908,1.972881,2.445059,6.824409,9.57201
"MSTRG.26718",30.971652,29.624556,39.024176,35.468622,27.644742,27.667912
"MSTRG.26719",35.200351,33.368658,39.673306,40.68916,35.829669,32.954642
"MSTRG.2672",0,0,0,0,0,0
"MSTRG.26720",0.035445,0,0,0.023704,0,0.028935
"MSTRG.26721",39.938818,50.448452,44.208481,48.672805,62.808144,70.431309
"MSTRG.26722",0.042181,0.022172,0.101819,0,0,0.023233
"MSTRG.26723",15.373652,15.088885,16.475008,15.940401,6.810721,6.235796
"MSTRG.26724",0,0,0,0,0,0
"MSTRG.26725",0,0,0,0,0,0
"MSTRG.26726",0.056704,0,0.05161,0.147445,0.29003,0.138348
"MSTRG.26727",0,0,0,0.031774,0.094018,0
"MSTRG.26728",0,0,0,0,0,0
"MSTRG.26729",0,0,0,0,0.511669,0
"MSTRG.2673",0,0,0,0,0,0
"MSTRG.26730",0.0686,0.086194,0.145816,0.226613,0.07525,0.174148
"MSTRG.26731",6.207658,6.579537,4.239065,4.947125,6.399587,8.13068
"MSTRG.26732",0.023759,0,0,0,0.009714,0.010242
"MSTRG.26733",145.167105,166.302324,172.943396,163.546799,246.612946,246.556127
"MSTRG.26734",0,0,0.085731,0,0,0
"MSTRG.26735",0,0,0,0,0,0
"MSTRG.26736",0,0,0,0,0,0
"MSTRG.26737",0,0,0,0,0,0
"MSTRG.26738",0,0,0,0,0,0
"MSTRG.26739",39.639671,29.315996,31.966515,42.592049,32.861542,43.585625
"MSTRG.2674",2.705114,3.389368,1.633607,2.237934,3.686978,5.112831
"MSTRG.26740",0,0,0,0,0,0
"MSTRG.26741",60.052156,40.459296,45.126123,57.691237,66.17626,78.256594
"MSTRG.26742",0.022046,0,0,0,0,0
"MSTRG.26743",0,0,0,0,0,0
"MSTRG.26744",0,0,0,0,0,0
"MSTRG.26745",0,0,0,0,0,0.063196
"MSTRG.26746",0,0,0,0,0,0
"MSTRG.26747",0,0,0,0,0,0
"MSTRG.26748",0,0,0,0,0,0
"MSTRG.26749",5.947125,6.73379,4.865754,5.809384,6.602642,7.384622
"MSTRG.2675",10.765941,11.196637,6.692003,8.695885,12.768305,12.406964
"MSTRG.26750",0.912177,0.855134,0.602362,0.864478,0.601838,0.715031
"MSTRG.26751",6.166556,6.098291,5.161252,6.554646,5.948977,6.665164
"MSTRG.26752",0,0,0,0,0,0.059314
"MSTRG.26753",17.258107,20.852232,12.908416,14.595683,17.605278,18.959754
"MSTRG.26754",0.745521,0.967959,0.850395,1.020361,1.609099,1.837393
"MSTRG.26755",0.052758,0.058173,0,0,0.106923,0.076671
"MSTRG.26756",0,0,0,0,0,0
"MSTRG.26757",4.011625,3.484658,3.603802,6.276872,7.16513,8.658695
"MSTRG.26758",7.42885,8.69609,7.315671,9.368033,8.956115,10.591018
"MSTRG.26759",0,0,0,0,0,0
"MSTRG.2676",21.700269,27.99649,21.371656,24.145392,21.370855,22.425459
"MSTRG.26760",0,0,0,0,0,0
"MSTRG.26761",0,0,0,0,0,0
"MSTRG.26762",0,0,0,0,0,0
"MSTRG.26763",0,0,0.035499,0,0,0
"MSTRG.26764",2.096118,1.696771,2.447785,3.28139,2.633696,3.454679
"MSTRG.26765",0,0,0,0,0,0
"MSTRG.26766",0.596264,0.834269,1.064186,0.740263,0.593341,0.319225
"MSTRG.26767",0,0,0.055899,0,0,0
"MSTRG.26768",0.066114,0,0.392469,0.356833,0.11639,0.280752
"MSTRG.26769",0,0,0,0,0,0
"MSTRG.2677",6.154016,6.8193,6.726668,7.719938,3.346374,3.952898
"MSTRG.26770",0,0,0,0,0,0
"MSTRG.26771",0.370058,1.799697,0.01532,0.852363,0,0.027768
"MSTRG.26772",4.818418,5.035901,6.503192,5.112005,5.721356,6.537951
"MSTRG.26773",0,0,0,0,0,0
"MSTRG.26774",0,0,0,0.051192,0,0
"MSTRG.26775",0,0,0,0,0,0
"MSTRG.26776",0,0,0,0,0,0
"MSTRG.26777",0.100404,0,0.074855,0.082524,0,0.078843
"MSTRG.26778",0,0,0,0,0,0
"MSTRG.26779",0,0,0,0,0,0
"MSTRG.2678",0.035397,0,0,0.0428,0,0
"MSTRG.26780",11.220968,14.079952,9.41685,9.980029,12.648134,14.030423
"MSTRG.26781",0.057047,0.003604,0.007671,0.003261,0,0.021264
"MSTRG.26782",5.723138,5.858604,5.540112,4.591771,5.243995,5.295988
"MSTRG.26783",7.804011,8.26624,8.080298,8.152923,6.158531,5.52073
"MSTRG.26784",2.347453,2.909366,1.150072,1.492456,1.664509,1.821928
"MSTRG.26785",2.456029,2.700637,1.803304,1.95052,2.592045,2.585897
"MSTRG.26786",0,0,0,0,0,0
"MSTRG.26787",0.401657,0.553785,0.09349,0.244313,0.172877,0.254177
"MSTRG.26788",0,0,0,0,0,0
"MSTRG.26789",0,0,0,0,0,0
"MSTRG.2679",0.325285,0.105105,0.138214,0.37056,0.420473,0.475324
"MSTRG.26790",0,0.004179,0,0,0,0
"MSTRG.26791",0,0,0,0,0,0
"MSTRG.26792",0.62041,1.01421,0.668345,0.787341,1.248546,1.561218
"MSTRG.26793",0,0,0,0.019235,0,0
"MSTRG.26794",0.012852,0.006622,0,0.005991,0,0.010047
"MSTRG.26795",0,0.019895,0.016512,0,0,0
"MSTRG.26796",4.561961,5.116414,4.626818,5.837915,6.433294,8.231464
"MSTRG.26797",0,0.012439,0.011124,0,0,0
"MSTRG.26798",16.275716,18.468875,13.060136,15.362948,17.245295,20.137729
"MSTRG.26799",0,0,0,0,0,0.004292
"MSTRG.268",0.059629,0.072135,0.022149,0.042403,0.033901,0.080251
"MSTRG.2680",5.091455,5.141275,4.562726,6.018856,4.765742,5.421315
"MSTRG.26800",0,0,0,0,0,0
"MSTRG.26801",0.216034,0.140996,0.194139,0.145079,0.266347,0.290866
"MSTRG.26802",0.805734,0.985879,0.572405,0.720987,1.570636,1.684724
"MSTRG.26803",0,0.012873,0,0.013903,0,0
"MSTRG.26804",0.039261,0.032557,0,0,0,0
"MSTRG.26805",0,0,0,0,0,0
"MSTRG.26806",27.468281,27.311747,27.948528,29.59827,27.512705,25.779551
"MSTRG.26807",10.121455,11.031214,7.771031,8.460654,9.03931,9.594083
"MSTRG.26808",0,0,0,0,0.015492,0
"MSTRG.26809",0,0,0,0,0,0
"MSTRG.2681",0,0,0,0,0,0
"MSTRG.26810",6.339074,7.198464,3.77218,5.002029,6.667438,7.282913
"MSTRG.26811",3.175981,3.453087,2.435187,2.764402,1.592959,1.376207
"MSTRG.26812",1.860357,1.515346,1.810956,2.424047,1.728815,0.791635
"MSTRG.26813",16.042004,15.534459,13.751747,13.53054,11.368045,7.903149
"MSTRG.26814",0.223409,0.163435,0,0,0,0
"MSTRG.26815",0,0,0,0,0,0
"MSTRG.26816",0,0,0,0,0,0
"MSTRG.26817",0,0,0,0,0,0
"MSTRG.26818",12.980512,15.540115,12.072057,13.60315,9.192862,10.585383
"MSTRG.26819",0,0,0,0,0,0
"MSTRG.2682",179.355239,190.390237,171.128848,173.487004,182.315894,189.300388
"MSTRG.26820",0,0,0,0,0,0
"MSTRG.26821",34.104118,41.63224,36.759781,39.129398,36.300915,44.486774
"MSTRG.26822",47.587106,56.189934,43.698097,53.184764,55.78285,55.597075
"MSTRG.26823",3.043042,2.822261,3.765635,3.32155,1.514045,1.618004
"MSTRG.26824",0,0,0,0,0,0
"MSTRG.26825",0,0,0,0,0,0
"MSTRG.26826",0.194443,0.056996,0.068801,0.132955,0.052718,0.016864
"MSTRG.26827",0,0.022352,0,0,0.079552,0
"MSTRG.26828",64.801727,78.261154,63.956581,68.600853,71.377769,73.15683
"MSTRG.26829",0.214525,0.176448,0,0.452279,0,0
"MSTRG.2683",3.561869,4.447297,3.35721,3.557795,2.54141,3.307025
"MSTRG.26830",0,0,0.326121,0,0,0
"MSTRG.26831",0,0,0,0,0,0
"MSTRG.26832",0.021082,0,0.116875,0,0,0
"MSTRG.26833",0.226313,0.477696,0.182324,0.195132,0.632818,0.586891
"MSTRG.26834",0.028967,0.021409,0,0,0,0.016749
"MSTRG.26835",0,0,0,0,0,0
"MSTRG.26836",0,0,0,0,0,0
"MSTRG.26837",0.066708,0.04814,0,0.020819,0.052364,0.043901
"MSTRG.26838",0,0.030085,0.026904,0,0,0
"MSTRG.26839",4.242285,4.631277,4.614957,4.984189,4.849782,7.009665
"MSTRG.2684",0,0,0.042974,0,0,0
"MSTRG.26840",0.064378,0.17198,0.093387,0.272376,0.206697,0.141249
"MSTRG.26841",35.568243,40.210129,29.794513,32.987826,37.944496,39.161497
"MSTRG.26842",21.658055,30.440422,26.446474,27.540778,23.770897,24.910594
"MSTRG.26843",0,0,0,0,0.008515,0.008978
"MSTRG.26844",1.397101,0.738581,1.709501,3.530899,1.959783,1.835287
"MSTRG.26845",0,0,0,0,0,0
"MSTRG.26846",0,0.099363,0,0.029964,0,0
"MSTRG.26847",9.804516,10.186667,12.395119,12.06324,11.847641,9.340481
"MSTRG.26848",7.260951,7.995686,5.258232,6.588813,6.933185,7.312771
"MSTRG.26849",0,0,0,0,0.014782,0
"MSTRG.2685",0,0,0,0,0,0
"MSTRG.26850",25.30928,27.007311,17.877878,20.152676,28.959792,34.052172
"MSTRG.26851",0,0,0,0,0,0
"MSTRG.26852",0,0,0,0,0,0
"MSTRG.26853",0,0,0,0,0,0
"MSTRG.26854",0.973536,0.838583,0.915676,0.803751,0.499684,0.622787
"MSTRG.26855",0.151309,0.07344,0.27527,0.284487,0.194062,0.137925
"MSTRG.26856",0.574577,0.787647,0.801053,1.162538,1.317346,2.129423
"MSTRG.26857",0,0,0,0.034765,0,0
"MSTRG.26858",28.896897,34.485481,26.041,28.692575,31.487957,32.148431
"MSTRG.26859",1.165166,1.416657,0.991166,1.254183,1.750502,1.269733
"MSTRG.2686",0,0,0,0,0,0
"MSTRG.26860",0,0,0,0,0.008614,0.005086
"MSTRG.26861",10.596951,13.680139,14.75107,14.096971,7.911496,8.322703
"MSTRG.26862",0,0.003211,0,0,0,0
"MSTRG.26863",0,0,0,0,0,0
"MSTRG.26864",0.046913,0.012226,0.085962,0.081016,0,0
"MSTRG.26865",17.783137,21.39836,19.012282,18.441995,14.220517,15.23439
"MSTRG.26866",10.627783,13.490877,9.093233,9.691575,11.292858,11.402998
"MSTRG.26867",0.047821,0,0.023084,0.02791,0,0.211117
"MSTRG.26868",2.680837,2.36855,3.025708,3.177374,1.096703,0.979841
"MSTRG.26869",11.080949,12.870934,8.955837,9.294731,14.789993,14.793276
"MSTRG.2687",0.643349,0.77675,0.677967,1.033961,1.969237,2.499449
"MSTRG.26870",75.610621,80.153523,83.10989,92.685874,75.472146,75.592102
"MSTRG.26871",0,0,0,0,0,0
"MSTRG.26872",15.731993,12.24204,15.979877,16.501898,11.250316,10.596763
"MSTRG.26873",0.027371,0,0,0,0,0
"MSTRG.26874",2.096183,1.244713,1.966226,2.200333,0.848346,0.897287
"MSTRG.26875",24.569267,16.801954,27.441959,28.703819,11.150155,11.004653
"MSTRG.26876",0,0,0,0,0,0
"MSTRG.26877",0,0,0,0,0,0
"MSTRG.26878",12.961102,13.96453,11.317847,12.607802,13.789451,15.589056
"MSTRG.26879",0,0,0,0,0,0
"MSTRG.2688",0,0,0,0,0,0
"MSTRG.26880",0.426287,0.611661,0.246263,0.274917,0.315371,0.574443
"MSTRG.26881",15.047205,15.283978,14.235453,16.934772,14.852267,16.538937
"MSTRG.26882",1.191495,1.212002,0.877373,1.39529,1.462618,1.694144
"MSTRG.26883",26.975213,28.982428,25.115203,27.692638,20.185711,23.400291
"MSTRG.26884",2.701487,2.633035,2.264212,3.469025,2.99075,2.292414
"MSTRG.26885",0,0,0,0,0,0
"MSTRG.26886",54.061324,47.454636,54.205757,50.685501,54.088485,54.520811
"MSTRG.26887",0,0,0,0,0,0
"MSTRG.26888",0,0,0,0,0,0
"MSTRG.26889",0.09453,0,0,0.0512,0.049539,0.066621
"MSTRG.2689",0,0,0,0,0,0
"MSTRG.26890",0,0,0,0,0,0
"MSTRG.26891",0,0,0,0,0,0
"MSTRG.26892",0,0,0,0,0.347071,0.337116
"MSTRG.26893",4.056059,4.83689,4.638243,3.997106,4.154997,3.925849
"MSTRG.26894",0,0,0,0,0,0
"MSTRG.26895",5.092639,5.279195,4.268491,4.193311,2.959552,3.709972
"MSTRG.26896",0,0,0,0,0,0
"MSTRG.26897",2.079704,2.630105,1.918809,2.071947,3.284528,3.270723
"MSTRG.26898",0,0,0.041316,0,0.024623,0
"MSTRG.26899",0.068845,0.072937,0.067812,0.028351,0.228834,0.228213
"MSTRG.269",0.367674,0.51465,0,0.213079,0.455602,0.161762
"MSTRG.2690",25.263762,28.611267,25.483295,27.509814,22.641085,22.606325
"MSTRG.26900",0.040488,0,0,0,0,0.084647
"MSTRG.26901",2.477734,4.287734,2.030298,0.824552,0.019839,0.039741
"MSTRG.26902",37.527645,43.358513,35.579052,41.403912,55.594311,57.986217
"MSTRG.26903",0.518116,0.209765,0.116113,0.121151,0.255714,0.249531
"MSTRG.26904",0.644948,0.672812,0.417033,0.525955,1.285416,1.482565
"MSTRG.26905",2.953827,3.177501,2.605906,2.980898,5.252012,6.706584
"MSTRG.26906",1.984403,1.702024,1.365283,1.551924,2.01891,1.941903
"MSTRG.26907",10.320359,13.135404,9.410504,10.286213,13.735351,17.178502
"MSTRG.26908",1.087603,0.932619,1.217121,1.517179,1.643793,1.927219
"MSTRG.26909",73.282878,90.812976,59.901805,61.541284,109.501442,109.219434
"MSTRG.2691",5.6087,5.288055,3.741464,5.304648,4.340791,4.937036
"MSTRG.26910",60.043278,80.046173,77.196388,78.486839,81.711792,81.855698
"MSTRG.26911",0,0,0,0.542602,0.562626,1.020415
"MSTRG.26912",24.769124,30.49137,22.596344,17.211645,22.146911,16.46093
"MSTRG.26913",64.290453,83.215064,70.994479,70.054387,72.991087,73.532296
"MSTRG.26914",5.218957,6.734465,3.208797,3.013495,4.450502,6.906739
"MSTRG.26915",3.542672,4.119318,3.802984,3.719535,3.016642,3.123021
"MSTRG.26916",56.051008,65.160979,46.779577,52.011962,47.129695,50.19464
"MSTRG.26917",0,0,0,0,0,0
"MSTRG.26918",2.140833,2.310556,2.326071,2.42172,3.005981,3.788382
"MSTRG.26919",0.051878,0,0,0,0,0
"MSTRG.2692",1.560408,1.25337,0.819455,1.145678,0.727138,1.113657
"MSTRG.26920",12.849902,13.807773,13.910958,14.080328,13.585509,14.392092
"MSTRG.26921",2.511245,3.61816,1.860537,2.343002,3.403031,3.780622
"MSTRG.26922",7.930366,8.31868,5.898365,7.238493,4.535176,5.263194
"MSTRG.26923",0.814713,0.802059,0.77506,1.628442,0.809975,1.278195
"MSTRG.26924",42.222118,43.418087,41.945244,40.947754,39.589188,31.341017
"MSTRG.26925",10.642926,11.312698,12.118928,14.308989,5.778978,5.74005
"MSTRG.26926",0,0,0,0,0,0
"MSTRG.26927",0,0,0,0,0,0
"MSTRG.26928",0.101772,0,0,0.191994,0.220681,0.512078
"MSTRG.26929",0,0,0.003555,0,0.009154,0
"MSTRG.2693",22.890948,31.637541,17.593439,16.917794,44.988735,47.924908
"MSTRG.26930",0,0,0,0,0,0
"MSTRG.26931",0,0,0,0,0,0
"MSTRG.26932",0,0,0,0,0,0
"MSTRG.26933",2.174768,3.141194,1.799266,1.949478,1.750384,1.947238
"MSTRG.26934",84.027739,97.045354,80.838628,88.30625,88.202096,86.931211
"MSTRG.26935",0.442342,0.313005,0.117502,0.323055,0.097673,0.536365
"MSTRG.26936",0,0,0.021406,0.021351,0.006714,0.031395
"MSTRG.26937",9.104727,8.090492,2.298993,5.081994,6.795026,6.889982
"MSTRG.26938",13.357556,14.543797,11.491735,12.10751,13.527359,14.934219
"MSTRG.26939",0,0,0,0,0,0
"MSTRG.2694",1.897692,1.955648,0.585553,0.882444,1.323906,1.98437
"MSTRG.26940",0.453235,1.229405,0.684853,1.908544,0.738883,0.660309
"MSTRG.26941",16.2339,19.082794,13.502233,15.382796,15.399501,16.52161
"MSTRG.26942",17.957304,20.818611,20.899157,19.775702,25.038588,25.420959
"MSTRG.26943",20.15727,25.383107,19.674859,21.221839,12.658325,15.818774
"MSTRG.26944",0.294581,0.303827,0.348499,0.392861,0.133659,0.16138
"MSTRG.26945",0.384076,0.569437,0.491212,0.574248,0.992159,0.996525
"MSTRG.26946",0.184881,0.068517,0,0,6.465098,5.620825
"MSTRG.26947",0,0,0,0,0,0
"MSTRG.26948",0,0,0,0,0,0
"MSTRG.26949",0,0,0,0,0,0
"MSTRG.2695",0,0.054102,0,0,0,0.013252
"MSTRG.26950",0,0,0,0,0,0
"MSTRG.26951",0.265672,0.223211,0.221307,0.231647,0.236545,0.324341
"MSTRG.26952",0,0,0,0,0,0
"MSTRG.26953",0,0,0,0,0,0
"MSTRG.26954",0.060978,0,0,0,0,0
"MSTRG.26955",0,0,0,0,0,0
"MSTRG.26956",0,0,0,0,0,0
"MSTRG.26957",0,0,0,0,0,0
"MSTRG.26958",0.093399,0,0,0,0,0
"MSTRG.26959",0.608278,0.809202,0.716726,0.733774,0.691487,1.149307
"MSTRG.2696",0,0,0,0,0,0
"MSTRG.26960",0,0,0,0,0,0
"MSTRG.26961",0.06796,0.237543,0,0,0.078614,0
"MSTRG.26962",0.941085,0.587774,0.583755,0.789697,1.001315,0.998703
"MSTRG.26963",14.937388,20.782734,18.35523,16.120169,16.015968,18.620659
"MSTRG.26964",0.091976,0.191654,0.034795,0.097768,0.090075,0.056536
"MSTRG.26965",0,0,0,0,0,0.076158
"MSTRG.26966",0.850288,0.45756,0.448054,0.480304,0.202479,0.582104
"MSTRG.26967",0.464545,0.300958,0.239329,0.402615,0.327959,0.332352
"MSTRG.26968",43.354657,54.539304,47.281404,52.792115,55.614056,62.835351
"MSTRG.26969",1.236537,1.255699,1.322605,1.037782,0.885969,0.730785
"MSTRG.2697",0,0.029047,0,0,0,0
"MSTRG.26970",10.675438,14.890018,14.609275,13.817834,12.292026,12.354457
"MSTRG.26971",8.338809,9.705467,7.551088,8.3682,8.201363,7.833757
"MSTRG.26972",23.459291,26.870419,23.678627,24.073723,12.103325,13.739415
"MSTRG.26973",2.310121,2.926012,2.579607,2.148616,1.599009,1.869326
"MSTRG.26974",155.631691,208.573715,161.953949,162.895622,126.651531,134.568566
"MSTRG.26975",11.953448,17.06286,17.273417,19.430195,15.908671,15.665215
"MSTRG.26976",115.440987,124.828331,132.183868,130.084442,85.947281,87.454979
"MSTRG.26977",52.829258,56.222824,50.600154,52.34915,42.30178,42.797611
"MSTRG.26978",2.426611,3.263706,4.825365,3.650226,0.963264,1.108352
"MSTRG.26979",0.416045,0.265308,0.392372,0.508978,0.294321,0.407313
"MSTRG.2698",0,0.093371,0,0.054446,0,0
"MSTRG.26980",43.471172,52.001106,46.24242,48.372925,38.407074,39.904568
"MSTRG.26981",0.297771,0.262063,0.135289,0.182806,0.093221,0.316316
"MSTRG.26982",0.0125,0.016243,0,0,0,0
"MSTRG.26983",0,0.01105,0.059094,0.096769,0.030441,0.011176
"MSTRG.26984",0.126789,0.021091,0.160829,0.225795,0.185246,0.233334
"MSTRG.26985",0,0,0,0,0,0.028327
"MSTRG.26986",0.302339,0.153389,0.239254,0.188069,0.09248,0.114819
"MSTRG.26987",3.922836,4.031579,5.176898,5.512342,6.702764,7.745238
"MSTRG.26988",40.659487,52.690785,38.988783,39.402783,28.084428,36.946618
"MSTRG.26989",0.047509,0.059015,0.025603,0.011967,0.020136,0.018497
"MSTRG.2699",0,0,0,0.099514,0,0.088893
"MSTRG.26990",0,0,0,0.006507,0,0
"MSTRG.26991",76.517281,97.001837,104.099222,109.112694,84.680202,86.836954
"MSTRG.26992",129.312933,130.404308,133.542421,100.83625,125.315093,88.595959
"MSTRG.26993",76.012906,51.529966,143.238006,56.63417,52.251649,6.154287
"MSTRG.26994",1.279851,0.738773,1.55092,1.249377,0.765787,0.437379
"MSTRG.26995",0.049085,0,0.0849,0.0438,0.020844,0
"MSTRG.26996",0,0,0.062749,0.130355,0.103856,0.114006
"MSTRG.26997",0.057985,0.055604,0.047106,0.0719,0.097707,0.049866
"MSTRG.26998",3.021839,4.632394,6.574501,7.266626,5.049868,4.240172
"MSTRG.26999",25.776711,29.458869,28.23427,31.501369,25.455061,29.721555
"MSTRG.27",141.117791,185.291057,141.62258,147.414717,198.060355,206.356823
"MSTRG.270",9.580051,10.032094,5.128493,7.052046,7.713336,6.917765
"MSTRG.2700",0.135803,0,0.149632,0.199172,0.138278,0.213152
"MSTRG.27000",0.828036,1.583117,0.906217,1.114812,0.386452,0.787232
"MSTRG.27001",42.930624,64.703357,45.726531,47.238742,42.589374,47.301722
"MSTRG.27002",0.21087,0.257421,0.287138,0.406642,0.863549,0.649667
"MSTRG.27003",1.268079,2.25055,0.876494,1.162292,3.615923,5.252214
"MSTRG.27004",1.448429,1.370665,1.201177,1.426892,3.957282,3.405802
"MSTRG.27005",33.925671,40.046631,31.481745,39.237232,26.742083,32.129807
"MSTRG.27006",8.680361,11.117044,10.824206,11.606343,8.643472,9.526901
"MSTRG.27007",8.838513,14.197932,6.953885,9.865007,12.547731,15.792993
"MSTRG.27008",3.823356,6.357509,3.615784,4.714931,2.036694,2.312899
"MSTRG.27009",4.112906,4.902375,3.448143,4.141361,3.8944,3.981378
"MSTRG.2701",11.373656,14.000291,12.529565,15.465488,11.211538,12.159541
"MSTRG.27010",1.26097,2.101259,1.175341,1.063193,1.487376,1.957932
"MSTRG.27011",1.02072,1.200266,0.437038,0.989269,1.165669,1.114727
"MSTRG.27012",0.023841,0.017076,0.039019,0.056611,0.031739,0.066326
"MSTRG.27013",32.310818,34.088764,34.012867,34.986332,21.591604,22.287968
"MSTRG.27014",0.365196,0.448197,0.54709,0.748214,0.089856,0
"MSTRG.27015",9.236156,10.637058,8.265101,7.759957,47.20361,21.622476
"MSTRG.27016",0.368931,0.439429,0.165308,0.261884,0.694098,0.61652
"MSTRG.27017",0.107475,0.161944,0.096051,0.111349,0.348016,0.305784
"MSTRG.27018",66.277512,58.907211,30.513115,24.140882,1.936158,2.021157
"MSTRG.27019",19.441723,19.957352,20.436506,22.826454,23.092768,22.195444
"MSTRG.2702",0.110642,0.236493,0.237046,0.130841,0.129648,0
"MSTRG.27020",19.413091,20.528517,17.716692,17.15706,16.185758,16.298757
"MSTRG.27021",43.679915,46.38746,42.385955,47.63554,61.920831,65.075828
"MSTRG.27022",0.564158,0.508942,0.248925,0.219701,0.068118,0.043888
"MSTRG.27023",2.554386,3.718576,2.418186,2.535822,3.825662,3.884213
"MSTRG.27024",27.613834,30.343604,28.125776,27.618584,36.202419,34.663872
"MSTRG.27025",0.149762,0.196564,0.082059,0.055617,0.034766,0.083663
"MSTRG.27026",0.066413,0,0.05619,0.079281,0.210947,0.107428
"MSTRG.27027",0,0,0,0,0.073309,0.063415
"MSTRG.27028",39.192532,37.837382,29.683893,31.203411,39.198838,37.549618
"MSTRG.27029",2.453726,2.65878,2.334356,3.079442,2.100017,2.623559
"MSTRG.2703",6.025989,7.716616,6.706666,7.885329,6.244323,7.766633
"MSTRG.27030",23.193913,27.030987,23.244689,26.268499,28.726395,30.939237
"MSTRG.27031",65.440544,75.347145,67.790497,67.306076,86.074028,84.127922
"MSTRG.27032",27.576677,32.888582,30.235198,32.463338,46.249436,43.204977
"MSTRG.27033",73.209267,75.622002,83.876953,82.987068,47.651756,49.326321
"MSTRG.27034",0,0,0,0,0,0
"MSTRG.27035",0,0,0,0,0,0
"MSTRG.27036",23.622038,25.540723,21.495587,23.368778,21.780954,21.433138
"MSTRG.27037",0.227311,0.167877,0.192099,0.229388,0.385256,0.134264
"MSTRG.27038",6.989261,7.847191,7.037088,7.824245,5.532355,5.798944
"MSTRG.27039",0.120493,0.067064,0.10485,0.199238,0.168113,0.089334
"MSTRG.2704",7.700526,10.292983,7.841208,8.631368,6.355119,8.110769
"MSTRG.27040",25.090101,32.625377,11.573648,11.028547,7.827792,8.108252
"MSTRG.27041",54.698635,51.333165,51.420865,52.789095,26.467311,25.601804
"MSTRG.27042",9.545615,9.033742,5.842102,6.377139,10.004425,11.02073
"MSTRG.27043",4.919398,5.618716,4.048226,4.199804,4.83545,4.932209
"MSTRG.27044",0,0,0,0,0,0
"MSTRG.27045",222.972618,228.182632,255.374924,248.747564,165.68219,140.977554
"MSTRG.27046",0.543899,0.654234,0.72407,0.578292,0.173959,1.045632
"MSTRG.27047",0,0,0,0,0,0
"MSTRG.27048",0,0,0,0,0,0
"MSTRG.27049",0,0,0,0,0,0
"MSTRG.2705",0,0,0,0,0,0.037784
"MSTRG.27050",0.573639,0.425393,0.357422,0.309036,0.287016,0.325501
"MSTRG.27051",14.131586,16.484898,11.384774,12.558951,11.55263,12.870596
"MSTRG.27052",0.602698,0.472272,0.315069,0.342522,0.522633,0.539727
"MSTRG.27053",16.77073,15.497187,15.298689,16.269689,15.946797,18.599017
"MSTRG.27054",0,0,0,0,0,0
"MSTRG.27055",0,0,0,0,0,0.078572
"MSTRG.27056",0.031152,0,0,0.065434,0.05174,0
"MSTRG.27057",211.828934,292.993927,245.139923,249.978058,347.473785,368.268402
"MSTRG.27058",8.581714,10.644047,6.167125,7.150437,10.718039,12.01491
