,gene_id,TPM_C9,TPM_I9,TPM_C11,TPM_I11,TPM_C16,TPM_I16,TPM_Islet24h_1,TPM_Islet24h_2,TPM_Islet24h_3,TPM_Liver_1,TPM_Liver_2,TPM_Liver_3,TPM_Brain_1,TPM_Brain_2,TPM_Brain_3
2,MSTRG.10,7.184709,4.063987,4.984054,5.724157,1.5816569999999999,3.96464,2.739846,2.6684099999999997,2.546463,5.717725,6.38325,3.416953,1.5879349999999999,8.846023,1.22344
3,MSTRG.100,4.5164860000000004,2.695654,2.7470369999999997,2.954312,3.5667519999999997,3.270768,1.343842,3.93757,1.072273,3.148774,0.9315700000000001,2.5076549999999997,3.033433,5.803679,6.480764
4,MSTRG.1000,17.6007,26.212414000000003,25.423447,26.080704,24.946035000000002,25.941334,11.884362,14.56459,9.087697,9.065417,7.6700740000000005,6.673806,6.362329,4.957946,11.194334
5,MSTRG.10000,49.409927,53.625519,57.711937,51.562325,45.616276,46.776001,15.890779,25.748243,13.86542,19.860533,16.129627,18.125116000000002,12.822699,15.738292000000001,18.672257000000002
6,MSTRG.10001,9.129395,9.821452,6.502999,7.195256,9.929322,9.838973,4.468236,7.572628,4.316594,5.62415,4.992279,4.38286,4.798347999999999,6.215771,7.404413
9,MSTRG.10004,1.162167,0.20926399999999998,0.776413,2.892389,1.823321,3.253088,0.038697,0.278599,0.10866,8.708555,3.479456,4.726562,0.06564299999999999,0.061834,0.0
11,MSTRG.10006,5.433485,6.02555,4.539703,4.658873000000001,6.743782,7.320634,2.4859380000000004,2.744438,1.884368,7.798787999999999,7.5990779999999996,4.319844,9.945018000000001,10.39686,19.175596000000002
12,MSTRG.10007,20.628864,22.689569,19.823847,21.929582999999997,19.69516,22.337502999999998,15.603691,20.153557,15.245467,8.237323,7.487044,7.087878,10.380807,12.319452,17.999529000000003
13,MSTRG.10008,14.200539000000001,16.286793,10.599117999999999,12.575505999999999,16.733749,17.971313000000002,5.7474669999999985,11.645291,6.4485980000000005,25.289054999999998,27.078265999999996,19.386719,1.7393060000000002,2.4343,2.857803
14,MSTRG.10009,2.1136909999999998,2.7658490000000002,2.4388009999999998,2.567863,1.908981,1.52754,2.329673,2.303326,2.3877200000000003,2.0681469999999997,1.938259,2.091182,3.10742,3.5159089999999997,3.5770560000000002
15,MSTRG.1001,8.692184,12.068164999999999,13.201076,12.864755,14.321117000000001,15.202473999999999,4.6151800000000005,5.447511,3.540735,0.270283,0.450427,0.088318,5.06175,3.789404,8.111524000000001
16,MSTRG.10010,10.850897,12.741441,10.299665,11.166908,10.701758,10.664474,4.752088,7.135986,5.026771,24.542702,28.284834000000004,21.820688,3.8107230000000003,3.7618139999999998,5.592792
18,MSTRG.10012,0.0,0.104295,0.0,0.025639,0.188959,0.094236,0.232689,0.172188,0.198234,0.074791,0.0,0.029176999999999998,12.466688000000001,11.774227,30.612589
20,MSTRG.10014,7.237457000000001,7.0562309999999995,7.292742,10.287251,8.62805,11.606437,2.21926,2.218498,2.213861,12.865079000000001,12.411315,8.937099,6.932759,8.496960999999999,9.676643
21,MSTRG.10015,17.411772,22.739806,19.182774,20.692057000000002,15.108751999999999,15.972153,12.911171000000001,23.787775,13.330564,4.5468210000000004,4.021811,3.644188,10.089372000000001,10.881159,15.193373
22,MSTRG.10016,10.000741,10.279258,9.662514,10.565660000000001,11.880514,7.116707000000001,6.194684,10.521954,3.624907,6.117786,5.648185,5.530963,7.441733999999999,9.915025,9.723003
24,MSTRG.10018,38.936357,38.694545,37.525353,42.801041999999995,39.197283,44.344294,29.690873,48.306893,29.344715,23.025314999999996,24.720856,20.543944,19.977435999999997,23.917109,38.483521
26,MSTRG.1002,4.155085,6.232333000000001,5.407198,5.8166910000000005,4.393008,5.039576,0.8448030000000001,1.669327,0.598363,1.9307560000000001,2.1837929999999997,1.948954,0.505857,0.42037100000000005,0.644167
27,MSTRG.10020,1.842023,2.36939,2.284005,2.642913,0.758772,1.133509,1.449626,1.7750280000000005,1.297506,0.08508199999999999,0.109345,0.09363400000000001,3.199204,3.530754,7.212579
30,MSTRG.10023,3.922328,4.4612870000000004,3.50564,3.268708,3.20543,3.549116,2.585928,3.2852110000000003,2.3874370000000003,6.162299,6.090211,5.262183,2.725075,3.454958,4.070202
31,MSTRG.10024,22.836343,24.273377,22.779425,24.716026,27.416451000000002,26.216960999999998,9.611212,19.738203,9.149694,1.406406,1.681704,1.428555,4.6044220000000005,6.349921,8.784435
34,MSTRG.10027,1.6946169999999998,1.8133080000000001,1.7031619999999998,2.021725,3.8322769999999995,3.475223,5.6149270000000016,11.964573,7.3628919999999995,0.80882,1.091653,1.7579459999999998,8.218473999999999,8.779965,11.288143000000002
38,MSTRG.10030,0.001939,0.0,0.0008869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.000468,0.0038280000000000002,0.0013599999999999999,3.629322,6.803136,2.588123
39,MSTRG.10031,0.015222999999999999,0.013453999999999999,0.010584,0.003783,0.015883,0.02514,0.000298,0.003542,0.0,0.0,0.0,0.0,3.744535,7.536136999999999,3.050943
40,MSTRG.10032,0.001118,0.003164,0.0,0.0042450000000000005,0.001222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.994519,5.813789,2.509158
41,MSTRG.10033,0.039564,0.033337,0.013080000000000001,0.008707,0.010387,0.010093000000000001,0.000384,0.000474,0.00181,0.0,0.001559,0.0,3.091621,6.336747,2.650617
42,MSTRG.10034,9.539953,11.911747,6.964844,8.619984,6.344215,8.025346,2.084593,2.779394,1.803929,10.910568,14.531139,10.959412,6.578161,9.789624,10.303041
43,MSTRG.10035,0.138515,0.087885,0.055859000000000006,0.026701,0.21614299999999997,0.106983,0.260237,0.178754,0.127968,0.019784999999999997,0.043549,0.047865000000000005,19.656468,30.002278,43.272273999999996
44,MSTRG.10036,0.007309,0.005845,0.001816,0.0019149999999999998,0.0,0.0008900000000000001,0.0,0.000279,0.0,0.0,0.0,0.0,6.2367550000000005,12.204019,5.29706
45,MSTRG.10037,0.011718000000000001,0.0,0.0,0.0024760000000000003,0.0,0.0,0.0,0.0,0.0,0.007319,0.0,0.0,6.345113,10.726655000000001,4.522746
46,MSTRG.10038,0.003092,0.004353,0.000784,0.0,0.0,0.0,0.0,0.0,0.0,0.000414,0.002997,0.0004,3.540668,6.450737999999999,2.5531490000000003
47,MSTRG.10039,0.010043,0.019788999999999998,0.012653,0.002659,0.013040000000000001,0.024465,0.000489,0.003808,0.0,0.0,0.0,0.0,3.6771300000000005,7.288111,2.8506669999999996
48,MSTRG.1004,8.017534,9.068489999999999,6.933699000000001,8.018803,4.913784,5.322776,3.4596560000000003,6.870072,3.002438,2.286581,2.464922,1.733823,2.674837,1.9578870000000002,2.8646010000000004
49,MSTRG.10040,0.037406,0.037223,0.016595,0.004594,0.003672,0.013097,0.0,0.0,0.002972,0.0,0.005056000000000001,0.0,3.0982,6.472025,2.627389
50,MSTRG.10041,0.034187,0.020804,0.013869,0.004282,0.0005269999999999999,0.0052840000000000005,0.001449,0.0,0.0,0.0,0.0,0.0,3.248801,6.381327,2.629724
51,MSTRG.10042,0.032513,0.023528999999999998,0.021466,0.014675,0.017616,0.007608,0.002645,0.013331,0.002385,0.0,0.0,0.0,4.90907,11.0617,4.846597
52,MSTRG.10043,0.023506,0.016875,0.012006000000000001,0.008395999999999999,0.012001999999999999,0.015380000000000001,0.000533,0.002135,0.000251,0.0,0.000784,0.0,4.486416999999999,9.279761,3.7227059999999996
53,MSTRG.10044,0.152887,0.020594,0.005077,0.0,0.000644,0.0,0.0,0.0,0.005832,0.0,0.0,0.0,4.80877,8.769679,3.727647
54,MSTRG.10045,0.07236000000000001,0.015809,0.020281999999999998,0.007387,0.066454,0.011205,0.006737000000000001,0.0,0.007854,0.0,0.0,0.0,4.552238,9.470102,4.115844999999999
55,MSTRG.10046,0.0,0.12486400000000002,0.048817,0.0,0.0,0.126316,0.039184,0.0,0.017186,0.0,0.0,0.0,3.01775,4.492430000000001,2.426
56,MSTRG.10047,0.000762,0.016423,0.009477,0.009048,0.029822,0.001183,0.0,0.0,0.0,0.00762,0.013075,0.025074000000000003,3.3089190000000004,6.950854,2.816408
57,MSTRG.10048,0.008891,0.037596,0.00527,0.0,0.0,0.012161,0.0,0.0,0.0,0.0,0.021606999999999998,0.032626999999999996,2.660189,5.218477,2.059082
58,MSTRG.10049,0.0,0.032181,0.0,0.0,0.0,0.010171,0.0,0.0,0.0,11.954344,9.785199,6.7818119999999995,0.970826,2.4436240000000002,1.238217
59,MSTRG.1005,32.843061999999996,40.409711,29.669208,30.36337,27.624761,28.737190000000002,8.60414,15.288502,7.689592,4.266711000000001,5.320166,4.78875,6.36963,7.14925,9.418526
60,MSTRG.10050,2.766138,3.3143599999999998,3.219744,3.7864769999999996,1.8344939999999998,1.8347779999999998,1.4111730000000002,2.441245,1.228497,2.3117579999999998,1.8761390000000002,1.696191,3.6726159999999997,5.431364,5.0660419999999995
66,MSTRG.10056,2.22202,2.237727,1.764859,2.423676,4.04023,5.667432,0.336543,0.42347700000000005,0.368454,0.15445899999999999,0.125649,0.196443,5.971559,7.991195,8.008422
70,MSTRG.1006,106.77388799999999,134.234848,132.676514,137.161072,85.770958,82.941399,90.498695,79.021484,72.014771,40.39566,42.722019,37.941547,39.629397999999995,59.260811,67.229073
71,MSTRG.10060,0.128025,0.155501,0.10847799999999999,0.102908,0.11775799999999999,0.24599000000000001,0.107622,0.15218299999999998,0.12686,0.018108000000000003,0.0,0.018179,2.238925,1.914938,2.2914
73,MSTRG.10062,21.338692,21.021604999999997,22.773649,23.304831,14.257342999999999,12.577387,8.667283,11.511814,7.1718449999999985,12.386094,12.228703,12.927617,10.507266,12.699336,15.773781
75,MSTRG.10064,55.484924,58.82975,53.724796,56.144714,47.153141,48.505604,27.826801,33.300266,21.771875,87.34790799999999,89.598618,100.371063,29.058778999999998,30.156675,46.121437
76,MSTRG.10065,52.90295,59.244606000000005,67.772713,64.89715600000001,69.897301,66.952179,70.519249,90.459221,53.62812,155.545517,165.30737299999998,205.66366599999998,74.242798,79.93944499999999,149.703903
77,MSTRG.10066,12.236941,12.658469,8.90422,9.963115,13.799423,12.504610000000001,5.913662,7.395049,5.226312,8.253137,9.04168,4.983194,5.1822420000000005,11.491865,10.667978
81,MSTRG.1007,5.1391480000000005,5.0182150000000005,5.261337999999999,7.257639,6.892378,6.856437,4.295639,8.613669999999999,3.333476,40.265178999999996,26.873005,27.281342,0.224388,0.0,0.23928200000000002
83,MSTRG.10071,0.203772,0.219691,0.046981,0.15718,0.143236,0.171779,0.024106,0.045521,0.02497,1.818487,2.052499,1.831907,0.405927,0.771836,0.485879
84,MSTRG.10072,0.56098,0.541037,0.590427,0.8977459999999999,0.522502,1.075205,0.8076570000000001,0.779233,0.730718,1.3320210000000001,1.2061369999999998,1.242302,11.260067000000001,15.014952000000001,11.648095000000001
85,MSTRG.10073,6.375683,7.112603999999999,5.295569,5.705228,6.5353580000000004,6.446532,3.595843,5.068542,3.568325,8.034972999999999,8.647305000000001,7.580823,4.026936,4.759691,6.106484
89,MSTRG.10077,0.905984,0.933997,0.304425,0.94719,0.8649180000000001,0.758536,0.348098,0.330414,0.27253499999999997,6.045228,6.394207,6.037838000000001,4.363486,5.559583999999999,8.8625
91,MSTRG.10079,19.489072,21.227463,17.999612,19.182799,21.689347,24.546859,14.988096,20.128285,12.972113,12.851569999999999,14.60464,13.975595,29.583591,49.222193,46.203974
92,MSTRG.1008,18.11018,25.234484,23.442926999999997,25.682032,24.289270000000002,25.228768,8.473716000000001,13.577028,8.072157,9.71354,9.886686,8.116793,16.005200000000002,10.034665,21.933608
93,MSTRG.10080,4.742858999999999,5.6371970000000005,3.937536,4.124194999999999,9.196849,9.576683000000001,5.403992,7.945289000000002,4.5757910000000015,0.10143300000000001,0.396959,0.340304,6.484433,5.975325,11.006563
94,MSTRG.10081,5.456695,6.810905,5.400671,5.767787,4.932078,4.813116,4.129301,5.087211,2.654974,3.155321,4.845358999999999,2.565153,3.6731089999999997,7.46242,5.600821
96,MSTRG.10083,2.950671,3.356319,2.521677,2.4982290000000003,2.769717,3.1302470000000002,0.997875,1.111762,0.671146,1.196005,1.306276,1.176964,7.106189,8.100719999999999,7.2333039999999995
98,MSTRG.10085,7.448602,8.544941,6.443384,6.6149059999999995,9.918042,11.607067,7.389843999999999,12.110832,8.627369999999999,11.787984999999999,11.226304999999998,8.271178999999998,12.019124,14.187316,16.468677999999997
104,MSTRG.10090,22.046644,21.621689,17.6172,22.115887,20.287489,21.275933,19.026535,35.938709,20.004409000000006,7.894977,9.163878,7.470181999999999,9.115222,14.173495,19.307555999999998
106,MSTRG.10092,13.312957999999998,13.636360999999999,12.826544,13.871748,11.464889,12.16505,13.824507999999998,14.777496,12.178551,7.821842,7.910892,6.711327,8.264412,12.500917999999999,14.602247
110,MSTRG.10096,12.444789,13.423131,9.266565,11.275300999999999,8.949766,10.344888000000001,3.9866309999999996,6.427950000000001,4.7351519999999985,7.760817,9.262083,8.864385,17.519920000000003,22.523555,29.586342000000002
112,MSTRG.10098,45.178038,47.238658,48.39927,48.444821999999995,42.251391999999996,44.244157,31.489582000000002,43.892142,30.723482,19.340138000000003,17.404618,16.580116,25.957533,31.026043999999995,40.117334
113,MSTRG.10099,1.183753,1.106738,0.5893689999999999,1.441416,1.506956,1.921509,0.431856,0.992881,0.533736,0.7692760000000001,0.7536189999999999,0.651539,19.022987,13.397947,32.373084999999996
120,MSTRG.10104,17.854077,18.776388,12.539541999999999,13.556688000000001,35.959635,35.882457,39.956119,60.822307,34.117546999999995,0.0,0.0,0.0,0.107852,0.21915800000000002,0.12157
121,MSTRG.10105,3.156988,2.74356,1.125665,1.7506080000000002,6.9621770000000005,5.72429,0.8660100000000001,1.6441009999999998,1.119319,0.0,0.0,0.0,0.043374,0.075518,0.110596
126,MSTRG.1011,11.578681,15.957619000000001,14.068345,14.821434,12.315716,13.603988000000001,4.671225,5.2414000000000005,4.0104560000000005,4.426108999999999,4.254236000000001,4.085074,19.718522,11.833375,23.590622
127,MSTRG.10110,1.86263,1.834603,1.3558430000000001,1.8278759999999998,1.928723,2.096924,2.13979,3.066251,2.558981,5.243335,4.371338,2.793641,3.6120039999999998,3.882107,5.191788
129,MSTRG.10112,52.164314000000005,59.262436,61.242652,65.003189,62.673191,65.117722,36.982677,68.576149,34.668808,19.359434,20.309466,17.160137,63.069756000000005,78.491013,106.565575
132,MSTRG.10115,1.556128,1.7395740000000002,1.658663,1.927503,1.570791,1.514345,0.43145500000000003,0.8357509999999999,0.392772,17.294171,24.396515,23.161883,0.369415,0.700151,0.326984
133,MSTRG.10116,36.745490999999994,35.993629999999996,37.063986,40.719839,27.478628999999998,25.035035999999998,25.031485999999997,33.587261,17.104460999999997,12.346805,13.082624,12.473979,11.656895,15.373084,19.100174
134,MSTRG.10117,9.110794,9.824203,8.969553,11.101269,11.248946,12.524365,31.938615,44.770455,30.122525,3.7972830000000006,3.9800620000000007,3.1501550000000003,1.72083,2.676669,2.801605
135,MSTRG.10118,4.387225,4.942545,4.033440000000001,4.647438,4.819676,4.551317,3.037923,3.971574,2.342733,0.8170189999999999,1.100442,0.8496389999999999,1.602535,1.28814,1.861362
136,MSTRG.10119,12.993525,13.305323000000001,19.970367,18.970277,27.759490999999997,27.238798,89.20335299999998,95.30626,82.795608,0.133608,0.157909,0.169877,99.974433,92.436218,197.493018
137,MSTRG.1012,18.454112,23.864551000000002,22.928058,24.572272,22.071861,29.202434999999998,17.570148,37.636421999999996,15.804804999999998,2.2314529999999997,2.303144,1.625839,3.821534,3.3283799999999997,5.339929000000001
140,MSTRG.10122,47.414232,52.109712,50.973843,55.157566,44.425592,43.962216,42.531007,76.907475,34.506578999999995,14.875331,10.376109,12.847377,11.329265,9.869666,15.966319999999998
141,MSTRG.10123,0.523934,0.680226,0.5230779999999999,1.1965569999999999,1.789222,1.587025,0.237096,0.9000520000000001,0.167623,0.0,0.0,0.014525999999999999,1.720838,5.355226999999999,3.269029
147,MSTRG.10129,0.8589399999999999,1.352689,1.034138,1.357466,1.4780229999999999,2.2585349999999997,0.582522,0.7537579999999999,0.402486,10.485024,20.552242,5.588483999999999,1.770257,1.942115,2.808347
148,MSTRG.1013,61.893804,72.938405,80.822859,87.40608399999999,101.496217,150.826561,68.93018300000001,152.34010500000005,72.837011,0.037998000000000004,0.027083,0.026456999999999998,1.186407,1.256524,1.019571
149,MSTRG.10130,20.579286,27.400415999999996,25.9613,25.365667000000002,31.692871999999998,31.2368,17.054527,26.135414,16.669952,0.155444,0.069368,0.047469,39.433710000000005,39.240162,67.755627
150,MSTRG.10131,70.658012,99.697784,70.445038,71.82570600000001,79.113708,78.100502,22.021732,32.405933000000005,18.782465,3.5039839999999995,4.812865,3.5269519999999996,23.689830999999998,17.574913000000002,20.030825
151,MSTRG.10132,35.807474,53.449391000000006,31.247804,37.039671000000006,35.829996,38.762491,2.23842,2.502991,1.341094,0.015198,0.025224,0.004449,53.791008999999995,32.409442999999996,112.63542900000002
152,MSTRG.10133,15.336867000000002,18.055989999999998,17.350143,17.072609,19.905355,19.82345,10.930673,24.465675,15.158554,6.616292,5.636197,4.3498790000000005,25.735464999999998,26.087753,30.788400999999997
154,MSTRG.10135,13.047467999999999,19.172698,11.17365,11.684963,17.725834,19.313924,0.8513919999999999,1.652766,0.699886,0.0,0.0,0.0,30.216034999999998,31.13362,31.456082
155,MSTRG.10136,432.45575,470.603607,428.356079,433.713745,372.459656,387.546112,400.742126,392.62677,323.102722,70.515244,69.55046800000001,69.974731,99.201752,114.813629,168.78585800000002
156,MSTRG.10137,37.561962,53.355354000000005,49.328522,49.118271,41.963051,43.594341,16.824522,17.847891,12.907085,10.239535,9.477559,10.813022,7.7548330000000005,7.226124,13.820117000000002
157,MSTRG.10138,0.0,0.013447,0.0,0.004965,0.0,0.01553,0.025721,0.0,0.0,0.05454,0.085119,0.043947,25.385461,21.520038,24.922358
158,MSTRG.10139,13.9003,15.618203,17.02467,17.679081,13.77002,13.164260999999998,4.908887,4.006654,4.611145,9.469649,7.981549,8.317789999999999,3.8878129999999995,5.384469999999999,6.296665
159,MSTRG.1014,3.215366,4.061414,3.217241,2.5324169999999997,1.406202,1.499635,0.8650880000000001,0.778772,0.6527379999999999,0.222443,0.213536,0.10616800000000001,0.236947,0.213733,0.368689
160,MSTRG.10140,5.942729,0.0,0.0,0.0,13.479078,0.0,2.223491,5.946681,2.741238,1.275247,1.691503,1.39496,6.125166999999999,3.9557889999999998,5.778532
161,MSTRG.10141,0.120709,0.175275,0.09242,0.171677,0.18776900000000002,0.15888,0.119061,0.458158,0.170808,0.0,0.010145,0.026521,1.076694,1.7954189999999999,2.0097419999999997
163,MSTRG.10143,43.319106,51.518374,37.063128000000006,36.30679,43.020233000000005,46.590106,14.771636999999995,22.853573,14.07889,15.240862000000002,17.475526,12.099552999999997,14.237845,14.132140000000001,17.012544
164,MSTRG.10144,13.931623000000002,14.979932000000002,9.922375,12.78229,15.972142999999999,14.644345000000001,8.017826,13.200034,7.985142,8.939627,11.589848000000002,8.964803999999999,22.736161999999997,23.571761999999996,33.729113
165,MSTRG.10145,16.71177,26.566656,20.8735,21.354689,20.020242,21.884922,12.847549,21.096004,12.668827,16.699233,13.153269,14.363244,11.574570000000001,11.448165999999999,15.696867
166,MSTRG.10146,76.428475,84.073482,87.646561,82.411215,58.453283,61.794313,35.77519700000001,50.716325,31.81869200000001,76.087255,67.491664,79.450986,31.127973,35.778601,39.929348
167,MSTRG.10147,7.146044,9.515563,8.956678,9.833739999999999,19.717794,21.20804,3.498596,4.504358,3.422034,0.19249000000000002,0.40198,0.166088,13.724835999999998,9.605432,14.437119000000001
169,MSTRG.10149,2.21983,2.478973,2.467088,3.2920279999999997,2.957821,2.993171,0.643246,0.786408,0.486919,0.300581,0.43115600000000004,0.243425,5.677382,4.569618,7.1378509999999995
170,MSTRG.1015,1.195199,1.7323689999999998,3.171188,4.161475,2.6242669999999997,3.5274019999999995,2.68156,7.0451190000000015,2.671219,0.638889,0.823522,0.7681899999999999,1.523753,1.134604,1.5516610000000002
171,MSTRG.10150,1.6518580000000003,1.9762540000000002,0.854418,1.5967799999999999,1.697232,1.908002,0.281385,0.9015200000000001,0.322681,0.491873,0.339463,0.245949,6.6077189999999995,5.474081,9.240535999999999
172,MSTRG.10151,6.638551,9.079317,10.280437,15.001173999999999,7.246499000000001,10.389553,4.043508999999999,3.51954,3.540144,0.317285,0.404004,0.313069,2.993052,2.288937,3.2257569999999998
173,MSTRG.10152,1.7144689999999998,2.818495,1.4717879999999999,1.796288,0.642392,0.527295,0.542734,0.5692149999999999,0.6832280000000001,1.353622,1.833561,1.4442279999999998,0.645208,0.460075,1.183648
174,MSTRG.10153,3.330215,4.5526089999999995,3.079797,3.9402239999999997,5.959596,4.29471,0.8050499999999999,1.164774,0.321745,0.369962,0.283082,0.230622,26.595021000000003,16.887784000000003,32.152426999999996
175,MSTRG.10154,0.049489,0.108347,0.0,0.061911,0.246308,0.084839,0.0,0.057504,0.0,0.035487,0.022446,0.0,2.084864,2.0884080000000003,1.301448
176,MSTRG.10155,1.6034190000000001,2.806931,2.2037869999999997,2.159952,2.08802,1.925539,0.186335,0.253986,0.149637,3.163381,1.7253759999999998,2.3738099999999998,1.593965,1.0202120000000001,2.579033
177,MSTRG.10156,6.4648900000000005,7.769247,6.837905999999999,9.720642,3.8812260000000003,4.082801,2.381119,4.911174,2.024227,66.610365,72.25794900000001,50.528343,7.935696,10.396504,8.978140999999999
178,MSTRG.10157,3.79426,4.312469999999999,3.816553,4.285945,2.06656,2.6394889999999998,0.748119,1.6059820000000002,0.923328,2.927553,3.759559,2.952956,2.067811,2.566217,3.05946
181,MSTRG.1016,15.099832000000001,19.053363,17.219296,16.393048999999998,11.072443,11.425949000000001,4.370907,9.022886000000002,3.721121,2.943778,3.244556,2.923627,16.553412,12.787033,20.982663000000002
184,MSTRG.10162,0.0,0.0,0.0,0.0,0.059323,0.143718,0.087727,0.0,0.052886,0.0,0.0,0.0,5.3350230000000005,4.267711,6.451594999999999
186,MSTRG.10164,37.815386,43.250754,40.223161,39.412217999999996,28.416978000000004,29.846488,17.98599,26.323675,18.81489,11.919879,13.239281,12.330491,37.712056000000004,41.950188,55.37257699999999
188,MSTRG.10166,66.399562,81.97229,76.72059899999999,76.102672,44.577545,45.494295,9.898596000000001,14.324605000000002,12.307179,86.119738,102.972043,97.77795,0.0,0.0,0.0
189,MSTRG.10167,1.246544,1.199668,1.147997,1.147219,1.8797549999999998,2.457971,0.511925,0.64663,0.5715939999999999,1.006721,1.464048,0.9933880000000002,13.750036999999999,13.712681,12.308867000000001
191,MSTRG.10169,58.422146,70.08739200000001,54.562717000000006,56.525604,41.98304,42.846094,15.569771,24.764502,13.471882,2.401935,1.572877,1.4806690000000002,6.626653,3.8060169999999998,5.8105269999999996
192,MSTRG.1017,30.269486999999998,40.143215999999995,32.307466999999995,32.770014,37.973833,38.66813,13.169789000000002,19.220538,10.015841,0.025154,0.048311999999999994,0.108366,21.151076,18.483304999999998,23.403557
194,MSTRG.10171,7.06158,8.419286999999999,5.893566000000001,7.0310619999999995,7.525792999999999,7.0114410000000005,2.5809490000000004,5.335008,2.6822050000000006,4.975061,5.314636,4.207005,17.826045,17.142253,23.168741
195,MSTRG.10172,1.934873,1.6497669999999998,1.219535,1.361143,1.7194759999999998,2.482446,0.238804,0.801692,0.235938,1.6611350000000003,1.441411,0.980046,2.822002,5.070030000000001,2.642501
196,MSTRG.10173,14.474120000000001,15.339172,17.217785,19.136473000000002,16.438396,16.417973999999997,12.580544,16.691345000000002,11.909216,4.969792,5.102317,4.501962000000001,4.7024230000000005,4.681724,6.232969000000001
197,MSTRG.10174,5.780252,8.406411,6.698600999999999,8.079265,9.065684,9.071817,4.428674,6.19707,4.616125,5.378673,5.6263879999999995,4.676264,10.654465,10.30162,15.291231
198,MSTRG.10175,6.009079,6.62448,6.6723740000000005,7.484597,4.213674,4.273219999999999,1.3117929999999998,4.641735,1.444098,2.226268,2.025934,2.2311829999999997,2.114535,2.382549,2.328472
199,MSTRG.10176,66.533735,91.88506,75.745281,77.852461,67.545856,76.941867,34.658097999999995,49.181932,30.555978999999997,24.866383,34.99542899999999,22.737033999999998,112.573783,127.41958700000002,147.493367
200,MSTRG.10177,1.9081259999999998,0.8217399999999999,1.589552,1.8073580000000002,0.7042470000000001,1.1093469999999999,0.20800700000000003,0.396308,0.526835,6.116205,5.348243999999999,4.586359,1.7855729999999999,1.2015410000000002,3.152348
201,MSTRG.10178,52.441390000000006,57.828578,51.317534,54.016062,52.093142,56.173214,36.95811899999999,57.757684,34.645814,26.216338000000004,24.924677000000003,23.562749999999998,37.921907,43.624687,54.249964000000006
204,MSTRG.10180,0.271284,0.21936399999999998,0.091085,0.46056,0.0,0.117496,0.092808,0.132123,0.145001,0.138927,0.196339,0.238551,2.310078,2.369462,1.409058
205,MSTRG.10181,0.076089,0.183572,0.023628,0.08884700000000001,0.0,0.043732,0.01513,0.081051,0.05871000000000001,0.0,0.0,0.025037,10.809493,10.294471,13.859205
206,MSTRG.10182,46.569213,56.728048,40.881617999999996,42.656382,43.195986,46.024453,11.757342999999999,13.394136999999999,11.049467000000002,18.015161,19.972663,18.923247,18.266571,19.880059000000003,23.730569
207,MSTRG.10183,4.432481,4.54853,2.233084,2.91873,2.5463270000000002,3.916236,0.353186,1.027775,0.422983,2.05127,3.048569,2.015818,2.678109,2.741966,2.1009330000000004
208,MSTRG.10184,0.208656,0.250087,0.295682,0.23175199999999999,0.175789,0.180977,0.106886,0.033692,0.15303,0.0,0.0,0.0,62.579174,47.809078,88.284515
209,MSTRG.10185,2.010479,2.341047,1.768357,2.299912,1.7432919999999998,1.937784,1.3816899999999999,1.5667280000000001,1.485207,2.5957950000000003,2.937814,2.183565,5.96147,12.228408000000002,9.868085
210,MSTRG.10186,1.7475630000000002,2.450515,1.92812,2.421593,2.250364,2.596934,1.337023,1.773323,1.258175,1.687684,1.651346,1.393673,3.571274,3.4936550000000004,4.277267
211,MSTRG.10187,32.809238,42.908366,32.291269,34.428505,22.652493,22.162314000000002,10.592916999999998,14.711989,9.737299,16.931499,15.140016000000001,12.301663,28.238855,26.507068,38.775211999999996
212,MSTRG.10188,2.397598,1.748975,2.393134,1.843003,1.050574,1.550063,3.2910820000000003,1.6304049999999999,2.249491,0.0,0.0,0.0,1.6263379999999998,0.763267,1.2438120000000001
213,MSTRG.10189,27.619892,36.032055,35.743137,35.806297,31.337313,34.072014,14.589639000000002,19.082844,13.488539,5.544569,6.352818,5.004023,10.268871,9.035269,13.968762
215,MSTRG.10190,13.898821,17.134392000000002,11.671421,13.504276,14.124193,17.253571,7.287617,10.660957000000002,7.4183020000000015,3.766629,4.330182,3.168605,17.654538000000002,24.632599000000003,25.934096999999998
216,MSTRG.10191,1.4014790000000001,1.631224,0.85172,1.6044889999999998,1.7136209999999998,2.2060720000000003,0.531886,0.8851540000000001,0.41609,7.4020790000000005,9.282238999999999,8.186278999999999,19.589126,16.164464000000002,28.660211999999998
217,MSTRG.10192,12.868741,13.526295999999999,13.560315,14.956824,12.436641,13.543164,12.734601,18.046946,12.045604,11.781131,10.328016,10.353978,10.272260000000001,13.657254,18.202263000000002
218,MSTRG.10193,2.830811,2.961649,2.753807,3.636589,1.610276,2.37493,0.8340759999999999,1.0280559999999999,0.805619,3.266963,2.417678,2.319503,1.0687710000000001,1.05719,1.9824869999999999
219,MSTRG.10194,23.612267000000003,27.00202,22.422017999999998,25.730007,20.208656,20.389595,6.697748,9.745582,5.866961,6.964635,6.896837,6.098985,6.470839,7.263069000000001,8.711482
